Year,system,District,Subject,Percent P/A
2013,161.0,Manchester City,English I,NA
2012,161.0,Manchester City,English I,85.5
2011,161.0,Manchester City,English I,73.3
2015,161.0,Manchester City,English II,NA
2014,161.0,Manchester City,English II,NA
2013,161.0,Manchester City,English II,NA
2012,161.0,Manchester City,English II,NA
2011,161.0,Manchester City,English II,NA
2015,161.0,Manchester City,English III,NA
2014,161.0,Manchester City,English III,NA
2013,161.0,Manchester City,English III,NA
2012,161.0,Manchester City,English III,NA
2011,161.0,Manchester City,English III,NA
2015,161.0,Manchester City,Graduation Rate,NA
2014,161.0,Manchester City,Graduation Rate,NA
2013,161.0,Manchester City,Graduation Rate,NA
2012,161.0,Manchester City,Graduation Rate,NA
2011,161.0,Manchester City,Graduation Rate,NA
2015,161.0,Manchester City,Math,59.0
2014,161.0,Manchester City,Math,45.7
2013,161.0,Manchester City,Math,44.4
2012,161.0,Manchester City,Math,40.3
2011,161.0,Manchester City,Math,42.5
2015,161.0,Manchester City,ELA,53.7
2014,161.0,Manchester City,ELA,52.6
2013,161.0,Manchester City,ELA,54.6
2012,161.0,Manchester City,ELA,51.4
2011,161.0,Manchester City,ELA,51.3
2015,161.0,Manchester City,Science,71.8
2014,161.0,Manchester City,Science,73.4
2013,161.0,Manchester City,Science,72.3
2012,161.0,Manchester City,Science,66.2
2011,161.0,Manchester City,Science,62.7
2015,580.0,Marion County,Algebra I,0.0
2014,580.0,Marion County,Algebra I,69.5
2013,580.0,Marion County,Algebra I,64.6
2012,580.0,Marion County,Algebra I,69.4
2011,580.0,Marion County,Algebra I,67.8
2015,580.0,Marion County,Algebra II,20.5
2014,580.0,Marion County,Algebra II,44.5
2013,580.0,Marion County,Algebra II,42.1
2012,580.0,Marion County,Algebra II,35.8
2011,580.0,Marion County,Algebra II,NA
2015,580.0,Marion County,Biology I,78.2
2014,580.0,Marion County,Biology I,76.0
2013,580.0,Marion County,Biology I,77.1
2012,580.0,Marion County,Biology I,71.0
2011,580.0,Marion County,Biology I,72.6
2015,580.0,Marion County,Chemistry,38.2
2014,580.0,Marion County,Chemistry,37.8
2013,580.0,Marion County,Chemistry,NA
2012,580.0,Marion County,Chemistry,NA
2011,580.0,Marion County,Chemistry,NA
2015,580.0,Marion County,English I,72.4
2014,580.0,Marion County,English I,66.4
2013,580.0,Marion County,English I,75.4
2012,580.0,Marion County,English I,66.6
2011,580.0,Marion County,English I,67.6
2015,580.0,Marion County,English II,59.3
2014,580.0,Marion County,English II,69.8
2013,580.0,Marion County,English II,66.1
2012,580.0,Marion County,English II,67.7
2011,580.0,Marion County,English II,65.5
2015,580.0,Marion County,English III,51.1
2014,580.0,Marion County,English III,41.4
2013,580.0,Marion County,English III,43.8
2012,580.0,Marion County,English III,45.0
2011,580.0,Marion County,English III,NA
2015,580.0,Marion County,Graduation Rate,84.0
2014,580.0,Marion County,Graduation Rate,80.5
2013,580.0,Marion County,Graduation Rate,84.3
2012,580.0,Marion County,Graduation Rate,83.3
2011,580.0,Marion County,Graduation Rate,NA
2015,580.0,Marion County,Math,53.4
2014,580.0,Marion County,Math,49.7
2013,580.0,Marion County,Math,45.7
2012,580.0,Marion County,Math,41.5
2011,580.0,Marion County,Math,37.0
2015,580.0,Marion County,ELA,45.9
2014,580.0,Marion County,ELA,48.3
2013,580.0,Marion County,ELA,48.1
2012,580.0,Marion County,ELA,46.4
2011,580.0,Marion County,ELA,45.2
2015,580.0,Marion County,Science,68.0
2014,580.0,Marion County,Science,67.5
2013,580.0,Marion County,Science,64.5
2012,580.0,Marion County,Science,62.4
2011,580.0,Marion County,Science,58.6
2015,590.0,Marshall County,Algebra I,86.1
2014,590.0,Marshall County,Algebra I,74.3
2013,590.0,Marshall County,Algebra I,62.5
2012,590.0,Marshall County,Algebra I,66.4
2011,590.0,Marshall County,Algebra I,59.6
2015,590.0,Marshall County,Algebra II,68.0
2014,590.0,Marshall County,Algebra II,55.7
2013,590.0,Marshall County,Algebra II,45.8
2012,590.0,Marshall County,Algebra II,31.4
2011,590.0,Marshall County,Algebra II,NA
2015,590.0,Marshall County,Biology I,74.2
2014,590.0,Marshall County,Biology I,68.2
2013,590.0,Marshall County,Biology I,62.6
2012,590.0,Marshall County,Biology I,62.9
2011,590.0,Marshall County,Biology I,55.3
2015,590.0,Marshall County,Chemistry,45.5
2014,590.0,Marshall County,Chemistry,37.0
2013,590.0,Marshall County,Chemistry,NA
2012,590.0,Marshall County,Chemistry,NA
2011,590.0,Marshall County,Chemistry,NA
2015,590.0,Marshall County,English I,71.9
2014,590.0,Marshall County,English I,79.7
2013,590.0,Marshall County,English I,69.4
2012,590.0,Marshall County,English I,66.6
2011,590.0,Marshall County,English I,65.2
2015,590.0,Marshall County,English II,73.1
2014,590.0,Marshall County,English II,59.8
2013,590.0,Marshall County,English II,60.6
2012,590.0,Marshall County,English II,62.3
2011,590.0,Marshall County,English II,62.3
2015,590.0,Marshall County,English III,41.8
2014,590.0,Marshall County,English III,44.6
2013,590.0,Marshall County,English III,44.2
2012,590.0,Marshall County,English III,39.1
2011,590.0,Marshall County,English III,NA
2015,590.0,Marshall County,Graduation Rate,89.9
2014,590.0,Marshall County,Graduation Rate,87.5
2013,590.0,Marshall County,Graduation Rate,91.7
2012,590.0,Marshall County,Graduation Rate,88.7
2011,590.0,Marshall County,Graduation Rate,NA
2015,590.0,Marshall County,Math,59.8
2014,590.0,Marshall County,Math,56.0
2013,590.0,Marshall County,Math,51.8
2012,590.0,Marshall County,Math,43.8
2011,590.0,Marshall County,Math,38.5
2015,590.0,Marshall County,ELA,47.9
2014,590.0,Marshall County,ELA,47.3
2013,590.0,Marshall County,ELA,50.6
2012,590.0,Marshall County,ELA,49.8
2011,590.0,Marshall County,ELA,47.3
2015,590.0,Marshall County,Science,72.5
2014,590.0,Marshall County,Science,65.7
2013,590.0,Marshall County,Science,69.3
2012,590.0,Marshall County,Science,66.8
2011,590.0,Marshall County,Science,63.2
2015,52.0,Maryville City,Algebra I,83.8
2014,52.0,Maryville City,Algebra I,84.6
2013,52.0,Maryville City,Algebra I,82.8
2012,52.0,Maryville City,Algebra I,77.2
2011,52.0,Maryville City,Algebra I,79.4
2015,52.0,Maryville City,Algebra II,77.3
2014,52.0,Maryville City,Algebra II,77.9
2013,52.0,Maryville City,Algebra II,72.3
2012,52.0,Maryville City,Algebra II,54.4
2011,52.0,Maryville City,Algebra II,NA
2015,52.0,Maryville City,Biology I,92.1
2014,52.0,Maryville City,Biology I,85.6
2013,52.0,Maryville City,Biology I,90.3
2012,52.0,Maryville City,Biology I,82.1
2011,52.0,Maryville City,Biology I,78.0
2015,52.0,Maryville City,Chemistry,80.4
2014,52.0,Maryville City,Chemistry,74.7
2013,52.0,Maryville City,Chemistry,NA
2012,52.0,Maryville City,Chemistry,NA
2011,52.0,Maryville City,Chemistry,NA
2015,52.0,Maryville City,English I,89.9
2014,52.0,Maryville City,English I,89.1
2013,52.0,Maryville City,English I,86.8
2012,52.0,Maryville City,English I,88.5
2011,52.0,Maryville City,English I,86.1
2015,52.0,Maryville City,English II,82.7
2014,52.0,Maryville City,English II,83.2
2013,52.0,Maryville City,English II,85.9
2012,52.0,Maryville City,English II,82.8
2011,52.0,Maryville City,English II,83.2
2015,52.0,Maryville City,English III,68.1
2014,52.0,Maryville City,English III,67.7
2013,52.0,Maryville City,English III,72.6
2012,52.0,Maryville City,English III,73.0
2011,52.0,Maryville City,English III,NA
2015,52.0,Maryville City,Graduation Rate,96.6
2014,52.0,Maryville City,Graduation Rate,94.7
2013,52.0,Maryville City,Graduation Rate,91.7
2012,52.0,Maryville City,Graduation Rate,92.1
2011,52.0,Maryville City,Graduation Rate,NA
2015,52.0,Maryville City,Math,70.2
2014,52.0,Maryville City,Math,69.0
2013,52.0,Maryville City,Math,63.9
2012,52.0,Maryville City,Math,59.6
2011,52.0,Maryville City,Math,59.9
2015,52.0,Maryville City,ELA,69.6
2014,52.0,Maryville City,ELA,71.2
2013,52.0,Maryville City,ELA,71.9
2012,52.0,Maryville City,ELA,71.7
2011,52.0,Maryville City,ELA,70.7
2015,52.0,Maryville City,Science,87.0
2014,52.0,Maryville City,Science,86.2
2013,52.0,Maryville City,Science,86.0
2012,52.0,Maryville City,Science,82.6
2011,52.0,Maryville City,Science,79.3
2015,600.0,Maury County,Algebra I,65.1
2014,600.0,Maury County,Algebra I,70.3
2013,600.0,Maury County,Algebra I,71.4
2012,600.0,Maury County,Algebra I,51.2
2011,600.0,Maury County,Algebra I,53.6
2015,600.0,Maury County,Algebra II,55.3
2014,600.0,Maury County,Algebra II,52.2
2013,600.0,Maury County,Algebra II,45.7
2012,600.0,Maury County,Algebra II,42.1
2011,600.0,Maury County,Algebra II,NA
2015,600.0,Maury County,Biology I,65.2
2014,600.0,Maury County,Biology I,63.0
2013,600.0,Maury County,Biology I,68.9
2012,600.0,Maury County,Biology I,50.0
2011,600.0,Maury County,Biology I,49.6
2015,600.0,Maury County,Chemistry,40.2
2014,600.0,Maury County,Chemistry,33.2
2013,600.0,Maury County,Chemistry,NA
2012,600.0,Maury County,Chemistry,NA
2011,600.0,Maury County,Chemistry,NA
2015,600.0,Maury County,English I,68.6
2014,600.0,Maury County,English I,71.1
2013,600.0,Maury County,English I,66.7
2012,600.0,Maury County,English I,62.3
2011,600.0,Maury County,English I,60.4
2015,600.0,Maury County,English II,61.6
2014,600.0,Maury County,English II,62.4
2013,600.0,Maury County,English II,53.0
2012,600.0,Maury County,English II,57.1
2011,600.0,Maury County,English II,57.0
2015,600.0,Maury County,English III,41.0
2014,600.0,Maury County,English III,37.6
2013,600.0,Maury County,English III,33.7
2012,600.0,Maury County,English III,38.7
2011,600.0,Maury County,English III,NA
2015,600.0,Maury County,Graduation Rate,87.0
2014,600.0,Maury County,Graduation Rate,83.1
2013,600.0,Maury County,Graduation Rate,87.5
2012,600.0,Maury County,Graduation Rate,81.9
2011,600.0,Maury County,Graduation Rate,NA
2015,600.0,Maury County,Math,45.5
2014,600.0,Maury County,Math,37.7
2013,600.0,Maury County,Math,38.3
2012,600.0,Maury County,Math,39.2
2011,600.0,Maury County,Math,31.5
2015,600.0,Maury County,ELA,43.4
2014,600.0,Maury County,ELA,46.0
2013,600.0,Maury County,ELA,48.8
2012,600.0,Maury County,ELA,49.0
2011,600.0,Maury County,ELA,46.0
2015,600.0,Maury County,Science,60.1
2014,600.0,Maury County,Science,63.4
2013,600.0,Maury County,Science,61.7
2012,600.0,Maury County,Science,60.3
2011,600.0,Maury County,Science,53.8
2015,94.0,McKenzie SSD,Algebra I,77.8
2014,94.0,McKenzie SSD,Algebra I,74.3
2013,94.0,McKenzie SSD,Algebra I,72.7
2012,94.0,McKenzie SSD,Algebra I,72.7
2011,94.0,McKenzie SSD,Algebra I,63.2
2015,94.0,McKenzie SSD,Algebra II,68.2
2014,94.0,McKenzie SSD,Algebra II,57.9
2013,94.0,McKenzie SSD,Algebra II,60.5
2012,94.0,McKenzie SSD,Algebra II,46.6
2011,94.0,McKenzie SSD,Algebra II,NA
2015,94.0,McKenzie SSD,Biology I,70.9
2014,94.0,McKenzie SSD,Biology I,85.3
2013,94.0,McKenzie SSD,Biology I,82.0
2012,94.0,McKenzie SSD,Biology I,76.5
2011,94.0,McKenzie SSD,Biology I,64.1
2015,94.0,McKenzie SSD,Chemistry,64.2
2014,94.0,McKenzie SSD,Chemistry,59.1
2013,94.0,McKenzie SSD,Chemistry,NA
2012,94.0,McKenzie SSD,Chemistry,NA
2011,94.0,McKenzie SSD,Chemistry,NA
2015,94.0,McKenzie SSD,English I,74.8
2014,94.0,McKenzie SSD,English I,77.2
2013,94.0,McKenzie SSD,English I,76.4
2012,94.0,McKenzie SSD,English I,87.2
2011,94.0,McKenzie SSD,English I,73.1
2015,94.0,McKenzie SSD,English II,75.5
2014,94.0,McKenzie SSD,English II,71.7
2013,94.0,McKenzie SSD,English II,78.4
2012,94.0,McKenzie SSD,English II,71.4
2011,94.0,McKenzie SSD,English II,61.9
2015,94.0,McKenzie SSD,English III,59.7
2014,94.0,McKenzie SSD,English III,54.4
2013,94.0,McKenzie SSD,English III,54.4
2012,94.0,McKenzie SSD,English III,39.2
2011,94.0,McKenzie SSD,English III,NA
2015,94.0,McKenzie SSD,Graduation Rate,97.1
2014,94.0,McKenzie SSD,Graduation Rate,95.7
2013,94.0,McKenzie SSD,Graduation Rate,95.1
2012,94.0,McKenzie SSD,Graduation Rate,98.0
2011,94.0,McKenzie SSD,Graduation Rate,NA
2015,94.0,McKenzie SSD,Math,64.4
2014,94.0,McKenzie SSD,Math,58.9
2013,94.0,McKenzie SSD,Math,59.7
2012,94.0,McKenzie SSD,Math,57.3
2011,94.0,McKenzie SSD,Math,51.9
2015,94.0,McKenzie SSD,ELA,56.1
2014,94.0,McKenzie SSD,ELA,56.6
2013,94.0,McKenzie SSD,ELA,58.4
2012,94.0,McKenzie SSD,ELA,57.7
2011,94.0,McKenzie SSD,ELA,54.9
2015,94.0,McKenzie SSD,Science,74.4
2014,94.0,McKenzie SSD,Science,74.4
2013,94.0,McKenzie SSD,Science,76.7
2012,94.0,McKenzie SSD,Science,76.6
2011,94.0,McKenzie SSD,Science,69.3
2015,540.0,McMinn County,Algebra I,78.2
2014,540.0,McMinn County,Algebra I,77.6
2013,540.0,McMinn County,Algebra I,66.6
2012,540.0,McMinn County,Algebra I,67.5
2011,540.0,McMinn County,Algebra I,48.7
2015,540.0,McMinn County,Algebra II,47.2
2014,540.0,McMinn County,Algebra II,43.9
2013,540.0,McMinn County,Algebra II,39.6
2012,540.0,McMinn County,Algebra II,24.8
2011,540.0,McMinn County,Algebra II,NA
2015,540.0,McMinn County,Biology I,71.6
2014,540.0,McMinn County,Biology I,70.1
2013,540.0,McMinn County,Biology I,59.4
2012,540.0,McMinn County,Biology I,59.6
2011,540.0,McMinn County,Biology I,52.6
2015,540.0,McMinn County,Chemistry,35.4
2014,540.0,McMinn County,Chemistry,26.1
2013,540.0,McMinn County,Chemistry,NA
2012,540.0,McMinn County,Chemistry,NA
2011,540.0,McMinn County,Chemistry,NA
2015,540.0,McMinn County,English I,68.7
2014,540.0,McMinn County,English I,75.9
2013,540.0,McMinn County,English I,69.7
2012,540.0,McMinn County,English I,70.8
2011,540.0,McMinn County,English I,64.7
2015,540.0,McMinn County,English II,69.0
2014,540.0,McMinn County,English II,63.5
2013,540.0,McMinn County,English II,64.2
2012,540.0,McMinn County,English II,60.9
2011,540.0,McMinn County,English II,54.8
2015,540.0,McMinn County,English III,45.1
2014,540.0,McMinn County,English III,40.3
2013,540.0,McMinn County,English III,42.0
2012,540.0,McMinn County,English III,43.0
2011,540.0,McMinn County,English III,NA
2015,540.0,McMinn County,Graduation Rate,95.7
2014,540.0,McMinn County,Graduation Rate,92.0
2013,540.0,McMinn County,Graduation Rate,91.5
2012,540.0,McMinn County,Graduation Rate,89.8
2011,540.0,McMinn County,Graduation Rate,NA
2015,540.0,McMinn County,Math,51.9
2014,540.0,McMinn County,Math,51.0
2013,540.0,McMinn County,Math,52.0
2012,540.0,McMinn County,Math,48.7
2011,540.0,McMinn County,Math,38.1
2015,540.0,McMinn County,ELA,47.6
2014,540.0,McMinn County,ELA,48.4
2013,540.0,McMinn County,ELA,50.2
2012,540.0,McMinn County,ELA,47.4
2011,540.0,McMinn County,ELA,46.6
2015,540.0,McMinn County,Science,67.5
2014,540.0,McMinn County,Science,68.0
2013,540.0,McMinn County,Science,68.9
2012,540.0,McMinn County,Science,65.0
2011,540.0,McMinn County,Science,58.5
2015,550.0,McNairy County,Algebra I,59.1
2014,550.0,McNairy County,Algebra I,67.6
2013,550.0,McNairy County,Algebra I,71.2
2012,550.0,McNairy County,Algebra I,57.3
2011,550.0,McNairy County,Algebra I,53.9
2015,550.0,McNairy County,Algebra II,62.0
2014,550.0,McNairy County,Algebra II,54.7
2013,550.0,McNairy County,Algebra II,49.6
2012,550.0,McNairy County,Algebra II,44.1
2011,550.0,McNairy County,Algebra II,NA
2015,550.0,McNairy County,Biology I,60.0
2014,550.0,McNairy County,Biology I,55.8
2013,550.0,McNairy County,Biology I,59.7
2012,550.0,McNairy County,Biology I,59.4
2011,550.0,McNairy County,Biology I,52.1
2015,550.0,McNairy County,Chemistry,36.1
2014,550.0,McNairy County,Chemistry,36.4
2013,550.0,McNairy County,Chemistry,NA
2012,550.0,McNairy County,Chemistry,NA
2011,550.0,McNairy County,Chemistry,NA
2015,550.0,McNairy County,English I,69.6
2014,550.0,McNairy County,English I,69.9
2013,550.0,McNairy County,English I,74.5
2012,550.0,McNairy County,English I,65.6
2011,550.0,McNairy County,English I,72.0
2015,550.0,McNairy County,English II,65.2
2014,550.0,McNairy County,English II,64.9
2013,550.0,McNairy County,English II,58.1
2012,550.0,McNairy County,English II,61.9
2011,550.0,McNairy County,English II,60.1
2015,550.0,McNairy County,English III,53.3
2014,550.0,McNairy County,English III,40.4
2013,550.0,McNairy County,English III,44.0
2012,550.0,McNairy County,English III,37.0
2011,550.0,McNairy County,English III,NA
2015,550.0,McNairy County,Graduation Rate,94.3
2014,550.0,McNairy County,Graduation Rate,94.1
2013,550.0,McNairy County,Graduation Rate,93.2
2012,550.0,McNairy County,Graduation Rate,93.1
2011,550.0,McNairy County,Graduation Rate,NA
2015,550.0,McNairy County,Math,59.5
2014,550.0,McNairy County,Math,47.5
2013,550.0,McNairy County,Math,51.9
2012,550.0,McNairy County,Math,49.8
2011,550.0,McNairy County,Math,41.8
2015,550.0,McNairy County,ELA,47.0
2014,550.0,McNairy County,ELA,48.1
2013,550.0,McNairy County,ELA,50.3
2012,550.0,McNairy County,ELA,51.1
2011,550.0,McNairy County,ELA,47.0
2015,550.0,McNairy County,Science,63.9
2014,550.0,McNairy County,Science,61.0
2013,550.0,McNairy County,Science,62.2
2012,550.0,McNairy County,Science,64.1
2011,550.0,McNairy County,Science,61.5
2015,610.0,Meigs County,Algebra I,71.2
2014,610.0,Meigs County,Algebra I,75.5
2013,610.0,Meigs County,Algebra I,65.5
2012,610.0,Meigs County,Algebra I,57.5
2011,610.0,Meigs County,Algebra I,49.0
2015,610.0,Meigs County,Algebra II,47.6
2014,610.0,Meigs County,Algebra II,40.5
2013,610.0,Meigs County,Algebra II,29.9
2012,610.0,Meigs County,Algebra II,25.0
2011,610.0,Meigs County,Algebra II,NA
2015,610.0,Meigs County,Biology I,72.1
2014,610.0,Meigs County,Biology I,72.4
2013,610.0,Meigs County,Biology I,73.7
2012,610.0,Meigs County,Biology I,63.1
2011,610.0,Meigs County,Biology I,71.8
2015,610.0,Meigs County,Chemistry,43.6
2014,610.0,Meigs County,Chemistry,19.4
2013,610.0,Meigs County,Chemistry,NA
2012,610.0,Meigs County,Chemistry,NA
2011,610.0,Meigs County,Chemistry,NA
2015,610.0,Meigs County,English I,74.8
2014,610.0,Meigs County,English I,75.4
2013,610.0,Meigs County,English I,73.4
2012,610.0,Meigs County,English I,68.5
2011,610.0,Meigs County,English I,57.5
2015,610.0,Meigs County,English II,75.5
2014,610.0,Meigs County,English II,71.2
2013,610.0,Meigs County,English II,61.8
2012,610.0,Meigs County,English II,61.0
2011,610.0,Meigs County,English II,48.4
2015,610.0,Meigs County,English III,59.1
2014,610.0,Meigs County,English III,50.0
2013,610.0,Meigs County,English III,45.8
2012,610.0,Meigs County,English III,39.3
2011,610.0,Meigs County,English III,NA
2015,610.0,Meigs County,Graduation Rate,100.0
2014,610.0,Meigs County,Graduation Rate,95.6
2013,610.0,Meigs County,Graduation Rate,93.9
2012,610.0,Meigs County,Graduation Rate,91.1
2011,610.0,Meigs County,Graduation Rate,NA
2015,610.0,Meigs County,Math,59.1
2014,610.0,Meigs County,Math,55.0
2013,610.0,Meigs County,Math,59.5
2012,610.0,Meigs County,Math,54.8
2011,610.0,Meigs County,Math,42.2
2015,610.0,Meigs County,ELA,49.3
2014,610.0,Meigs County,ELA,51.7
2013,610.0,Meigs County,ELA,52.3
2012,610.0,Meigs County,ELA,51.8
2011,610.0,Meigs County,ELA,47.8
2015,610.0,Meigs County,Science,66.4
2014,610.0,Meigs County,Science,63.2
2013,610.0,Meigs County,Science,63.4
2012,610.0,Meigs County,Science,58.2
2011,610.0,Meigs County,Science,53.5
2015,272.0,Milan SSD,Algebra I,77.2
2014,272.0,Milan SSD,Algebra I,75.6
2013,272.0,Milan SSD,Algebra I,71.9
2012,272.0,Milan SSD,Algebra I,64.5
2011,272.0,Milan SSD,Algebra I,59.4
2015,272.0,Milan SSD,Algebra II,70.5
